Riesgo,Vulnerabilidad,Tipo,Tecnología,Descripción,Solución,Archivos afectados,Línea afectada,CWE
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-searchPanel.js,327,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-searchPanel.js,727,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-tabs.js,136,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,162,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,622,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,678,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,732,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-validation.js,881,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/behaviour/Behaviour.js,68,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/behaviour/canigo-behaviour.js,121,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/controls.js,479,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/deprecated.js,154,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/deprecated.js,190,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/deprecated.js,209,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/deprecated.js,227,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/deprecated.js,292,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/deprecated.js,352,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/engine.js,178,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/engine.js,181,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/engine.js,681,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/engine.js,711,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/engine.js,722,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/index.js,3,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/index.js,4,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,131,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,137,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,139,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,142,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,147,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,164,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,195,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,200,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,202,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,205,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,209,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,222,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,237,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,259,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,265,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/scvv/MissatgeAction.js,288,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/testsuite.js,398,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,50,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,311,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,456,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,533,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/dwr/util.js,592,"CWE-489, CWE-215"
